"qseqid" "sseqid" "%_ident" "query_len" "alignment_length" "evalue" "bitscore" "query_cover"
"15633" "EIN32741.1" "NC_007414.1" 100 156 156 2.23e-76 289 100
"15634" "EIN32741.1" "NC_002128.1" 100 156 156 2.23e-76 289 100
"15635" "EIN32741.1" "MKIV01000006.1" 100 156 156 2.23e-76 289 100
"15636" "EIN32741.1" "GU363949.1" 100 156 156 2.23e-76 289 100
"15637" "EIN32741.1" "FU762181.1" 100 156 156 2.23e-76 289 100
"15638" "EIN32741.1" "FU762180.1" 100 156 156 2.23e-76 289 100
"15639" "EIN32741.1" "FU762155.1" 100 156 156 2.23e-76 289 100
"15640" "EIN32741.1" "FU762154.1" 100 156 156 2.23e-76 289 100
"15641" "EIN32741.1" "DS999999.1" 100 156 156 2.23e-76 289 100
"15642" "EIN32741.1" "CP018253.1" 100 156 156 2.23e-76 289 100
"15643" "EIN32741.1" "CP018251.1" 100 156 156 2.23e-76 289 100
"15644" "EIN32741.1" "CP018248.1" 100 156 156 2.23e-76 289 100
"15645" "EIN32741.1" "CP018246.1" 100 156 156 2.23e-76 289 100
"15646" "EIN32741.1" "CP018244.1" 100 156 156 2.23e-76 289 100
"15647" "EIN32741.1" "CP018242.1" 100 156 156 2.23e-76 289 100
"15648" "EIN32741.1" "CP018240.1" 100 156 156 2.23e-76 289 100
"15649" "EIN32741.1" "CP018238.1" 100 156 156 2.23e-76 289 100
"15650" "EIN32741.1" "CP017670.1" 100 156 156 2.23e-76 289 100
"15651" "EIN32741.1" "CP017447.1" 100 156 156 2.23e-76 289 100
"15652" "EIN32741.1" "CP017445.1" 100 156 156 2.23e-76 289 100
"15653" "EIN32741.1" "CP017443.1" 100 156 156 2.23e-76 289 100
"15654" "EIN32741.1" "CP017441.1" 100 156 156 2.23e-76 289 100
"15655" "EIN32741.1" "CP017439.1" 100 156 156 2.23e-76 289 100
"15656" "EIN32741.1" "CP017437.1" 100 156 156 2.23e-76 289 100
"15657" "EIN32741.1" "CP017435.1" 100 156 156 2.23e-76 289 100
"15658" "EIN32741.1" "CP017252.1" 100 156 156 2.23e-76 289 100
"15659" "EIN32741.1" "CP017250.1" 100 156 156 2.23e-76 289 100
"15660" "EIN32741.1" "CP016626.1" 100 156 156 2.23e-76 289 100
"15661" "EIN32741.1" "CP015856.1" 100 156 156 2.23e-76 289 100
"15662" "EIN32741.1" "CP015856.1" 100 156 156 2.23e-76 289 100
"15663" "EIN32741.1" "CP015847.1" 100 156 156 2.23e-76 289 100
"15664" "EIN32741.1" "CP015844.1" 100 156 156 2.23e-76 289 100
"15665" "EIN32741.1" "CP015816.1" 100 156 156 2.23e-76 289 100
"15666" "EIN32741.1" "CP015022.1" 100 156 156 2.23e-76 289 100
"15667" "EIN32741.1" "CP015021.1" 100 156 156 2.23e-76 289 100
"15668" "EIN32741.1" "CP012803.1" 100 156 156 2.23e-76 289 100
"15669" "EIN32741.1" "CP010305.1" 100 156 156 2.23e-76 289 100
"15670" "EIN32741.1" "CP008958.1" 100 156 156 2.23e-76 289 100
"15671" "EIN32741.1" "CP008806.1" 100 156 156 2.23e-76 289 100
"15672" "EIN32741.1" "CP001926.1" 100 156 156 2.23e-76 289 100
"15673" "EIN32741.1" "CP001369.1" 100 156 156 2.23e-76 289 100
"15674" "EIN32741.1" "CP001163.1" 100 156 156 2.23e-76 289 100
"15675" "EIN32741.1" "CM007618.1" 100 156 156 2.23e-76 289 100
"15676" "EIN32741.1" "AVCD01000003.1" 100 156 156 2.23e-76 289 100
"15677" "EIN32741.1" "AF074613.1" 100 156 156 2.23e-76 289 100
"15678" "EIN32741.1" "AETX01000217.1" 100 156 156 2.23e-76 289 100
"15679" "EIN32741.1" "ABKY02000010.1" 100 156 156 2.23e-76 289 100
"15680" "EIN32741.1" "ABHM02000004.1" 100 156 156 2.23e-76 289 100
"15681" "EIN32741.1" "ABHL02000008.1" 100 156 156 2.23e-76 289 100
"15682" "EIN32741.1" "ABHK02000007.1" 100 156 156 2.23e-76 289 100
"15683" "EIN32741.1" "AB011549.2" 100 156 156 2.23e-76 289 100
"15901" "EIQ69361.1" "NZ_LYNF01000004.1" 100 228 228 3.27e-116 422 100
"15902" "EIQ69361.1" "NZ_CP009167.1" 100 228 228 3.27e-116 422 100
"15903" "EIQ69361.1" "NZ_AHZD02000022.1" 100 228 228 3.27e-116 422 100
"15904" "EIQ69361.1" "NC_011603.1" 100 228 228 3.27e-116 422 100
"15905" "EIQ69361.1" "NC_010862.1" 100 228 228 3.27e-116 422 100
"15906" "EIQ69361.1" "NC_002142.1" 100 228 228 3.27e-116 422 100
"15907" "EIQ69361.1" "LYNF01000004.1" 100 228 228 3.27e-116 422 100
"15908" "EIQ69361.1" "FM180569.1" 100 228 228 3.27e-116 422 100
"15909" "EIQ69361.1" "DQ388534.1" 100 228 228 3.27e-116 422 100
"15910" "EIQ69361.1" "CP009167.1" 100 228 228 3.27e-116 422 100
"15911" "EIQ69361.1" "AHZD02000022.1" 100 228 228 3.27e-116 422 100
"15912" "EIQ69361.1" "AB024946.1" 100 228 228 3.27e-116 422 100
"17102" "EQT49735.1" "V00351.1" 100 192 187 1.66e-93 346 97.39583
"17103" "EQT49735.1" "NZ_MECT01000583.1" 100 192 187 1.66e-93 346 97.39583
"17104" "EQT49735.1" "NZ_JRQB01000006.1" 100 192 187 1.66e-93 346 97.39583
"17105" "EQT49735.1" "NZ_JRQA01000038.1" 100 192 187 1.66e-93 346 97.39583
"17106" "EQT49735.1" "NZ_CP017726.1" 100 192 187 1.66e-93 346 97.39583
"17107" "EQT49735.1" "NZ_CP014489.1" 100 192 187 1.66e-93 346 97.39583
"17108" "EQT49735.1" "NZ_CP014321.1" 100 192 187 1.66e-93 346 97.39583
"17109" "EQT49735.1" "NZ_CP013833.1" 100 192 187 1.66e-93 346 97.39583
"17110" "EQT49735.1" "NZ_CP013832.1" 100 192 187 1.66e-93 346 97.39583
"17111" "EQT49735.1" "NZ_CP013026.1" 100 192 187 1.66e-93 346 97.39583
"17112" "EQT49735.1" "NZ_CP012928.1" 100 192 187 1.66e-93 346 97.39583
"17113" "EQT49735.1" "NZ_CP012636.1" 100 192 187 1.66e-93 346 97.39583
"17114" "EQT49735.1" "NZ_CP012142.1" 100 192 187 1.66e-93 346 97.39583
"17115" "EQT49735.1" "NZ_CP012138.1" 100 192 187 1.66e-93 346 97.39583
"17116" "EQT49735.1" "NZ_CP011493.1" 100 192 187 1.66e-93 346 97.39583
"17117" "EQT49735.1" "NZ_CP010138.1" 100 192 187 1.66e-93 346 97.39583
"17118" "EQT49735.1" "NZ_CP007038.1" 100 192 187 1.66e-93 346 97.39583
"17119" "EQT49735.1" "NZ_CM007610.1" 100 192 187 1.66e-93 346 97.39583
"17120" "EQT49735.1" "NZ_AGTD01000004.1" 100 192 187 1.66e-93 346 97.39583
"17121" "EQT49735.1" "NZ_AFET01000005.1" 100 192 187 1.66e-93 346 97.39583
"17122" "EQT49735.1" "NC_025141.1" 100 192 187 1.66e-93 346 97.39583
"17123" "EQT49735.1" "NC_024996.1" 100 192 187 1.66e-93 346 97.39583
"17124" "EQT49735.1" "NC_023315.1" 100 192 187 1.66e-93 346 97.39583
"17125" "EQT49735.1" "NC_022651.1" 100 192 187 1.66e-93 346 97.39583
"17126" "EQT49735.1" "NC_019197.1" 100 192 187 1.66e-93 346 97.39583
"17127" "EQT49735.1" "NC_017319.1" 100 192 187 1.66e-93 346 97.39583
"17128" "EQT49735.1" "NC_014385.1" 100 192 187 1.66e-93 346 97.39583
"17129" "EQT49735.1" "NC_014384.1" 100 192 187 1.66e-93 346 97.39583
"17130" "EQT49735.1" "NC_014382.1" 100 192 187 1.66e-93 346 97.39583
"17131" "EQT49735.1" "NC_010660.1" 100 192 187 1.66e-93 346 97.39583
"17132" "EQT49735.1" "NC_009787.1" 100 192 187 1.66e-93 346 97.39583
"17133" "EQT49735.1" "NC_008460.1" 100 192 187 1.66e-93 346 97.39583
"17134" "EQT49735.1" "NC_007608.1" 100 192 187 1.66e-93 346 97.39583
"17135" "EQT49735.1" "NC_007607.1" 100 192 187 1.66e-93 346 97.39583
"17136" "EQT49735.1" "NC_004851.1" 100 192 187 1.66e-93 346 97.39583
"17137" "EQT49735.1" "NC_002698.1" 100 192 187 1.66e-93 346 97.39583
"17138" "EQT49735.1" "MPGT01000002.1" 100 192 187 1.66e-93 346 97.39583
"17139" "EQT49735.1" "MIIV01000182.1" 100 192 187 1.66e-93 346 97.39583
"17140" "EQT49735.1" "MECW01000626.1" 100 192 187 1.66e-93 346 97.39583
"17141" "EQT49735.1" "MECT01000583.1" 100 192 187 1.66e-93 346 97.39583
"17142" "EQT49735.1" "M26937.1" 100 192 187 1.66e-93 346 97.39583
"17143" "EQT49735.1" "LT599826.1" 100 192 187 1.66e-93 346 97.39583
"17144" "EQT49735.1" "LC056646.1" 100 192 187 1.66e-93 346 97.39583
"17145" "EQT49735.1" "KU994859.1" 100 192 187 1.66e-93 346 97.39583
"17146" "EQT49735.1" "KP398867.1" 100 192 187 1.66e-93 346 97.39583
"17147" "EQT49735.1" "KJ484634.1" 100 192 187 1.66e-93 346 97.39583
"17148" "EQT49735.1" "KF582523.1" 100 192 187 1.66e-93 346 97.39583
"17149" "EQT49735.1" "JX486126.1" 100 192 187 1.66e-93 346 97.39583
"17150" "EQT49735.1" "JRQB01000006.1" 100 192 187 1.66e-93 346 97.39583
"17151" "EQT49735.1" "JRQA01000038.1" 100 192 187 1.66e-93 346 97.39583
"17152" "EQT49735.1" "J01783.1" 100 192 187 1.66e-93 346 97.39583
"17153" "EQT49735.1" "GU371929.1" 100 192 187 1.66e-93 346 97.39583
"17154" "EQT49735.1" "GU371928.1" 100 192 187 1.66e-93 346 97.39583
"17155" "EQT49735.1" "GU371926.1" 100 192 187 1.66e-93 346 97.39583
"17156" "EQT49735.1" "EU686388.1" 100 192 187 1.66e-93 346 97.39583
"17157" "EQT49735.1" "CP017726.1" 100 192 187 1.66e-93 346 97.39583
"17158" "EQT49735.1" "CP014489.1" 100 192 187 1.66e-93 346 97.39583
"17159" "EQT49735.1" "CP014321.1" 100 192 187 1.66e-93 346 97.39583
"17160" "EQT49735.1" "CP013836.1" 100 192 187 1.66e-93 346 97.39583
"17161" "EQT49735.1" "CP013833.1" 100 192 187 1.66e-93 346 97.39583
"17162" "EQT49735.1" "CP013832.1" 100 192 187 1.66e-93 346 97.39583
"17163" "EQT49735.1" "CP013026.1" 100 192 187 1.66e-93 346 97.39583
"17164" "EQT49735.1" "CP012928.1" 100 192 187 1.66e-93 346 97.39583
"17165" "EQT49735.1" "CP012636.1" 100 192 187 1.66e-93 346 97.39583
"17166" "EQT49735.1" "CP012142.1" 100 192 187 1.66e-93 346 97.39583
"17167" "EQT49735.1" "CP012138.1" 100 192 187 1.66e-93 346 97.39583
"17168" "EQT49735.1" "CP011493.1" 100 192 187 1.66e-93 346 97.39583
"17169" "EQT49735.1" "CP010138.1" 100 192 187 1.66e-93 346 97.39583
"17170" "EQT49735.1" "CP007038.1" 100 192 187 1.66e-93 346 97.39583
"17171" "EQT49735.1" "CP006789.1" 100 192 187 1.66e-93 346 97.39583
"17172" "EQT49735.1" "CP006737.1" 100 192 187 1.66e-93 346 97.39583
"17173" "EQT49735.1" "CP001384.1" 100 192 187 1.66e-93 346 97.39583
"17174" "EQT49735.1" "CP001062.1" 100 192 187 1.66e-93 346 97.39583
"17175" "EQT49735.1" "CP000796.1" 100 192 187 1.66e-93 346 97.39583
"17176" "EQT49735.1" "CP000037.1" 100 192 187 1.66e-93 346 97.39583
"17177" "EQT49735.1" "CP000035.1" 100 192 187 1.66e-93 346 97.39583
"17178" "EQT49735.1" "CM007610.1" 100 192 187 1.66e-93 346 97.39583
"17179" "EQT49735.1" "AY879342.1" 100 192 187 1.66e-93 346 97.39583
"17180" "EQT49735.1" "AY206448.1" 100 192 187 1.66e-93 346 97.39583
"17181" "EQT49735.1" "AXUU01000761.1" 100 192 187 1.66e-93 346 97.39583
"17182" "EQT49735.1" "AXUT01000778.1" 100 192 187 1.66e-93 346 97.39583
"17183" "EQT49735.1" "AWOX01000188.1" 100 192 187 1.66e-93 346 97.39583
"17184" "EQT49735.1" "AP014806.1" 100 192 187 1.66e-93 346 97.39583
"17185" "EQT49735.1" "AL391753.1" 100 192 187 1.66e-93 346 97.39583
"17186" "EQT49735.1" "AGTD01000004.1" 100 192 187 1.66e-93 346 97.39583
"17187" "EQT49735.1" "AFET01000005.1" 100 192 187 1.66e-93 346 97.39583
"17188" "EQT49735.1" "AF386526.1" 100 192 187 1.66e-93 346 97.39583
"17189" "EQT49735.1" "AF348706.1" 100 192 187 1.66e-93 346 97.39583
"17190" "EQT49735.1" "AF177050.1" 100 192 187 1.66e-93 346 97.39583
"17191" "EQT49735.1" "AB261016.2" 100 192 187 1.66e-93 346 97.39583
"17192" "EQT49735.1" "AB255435.1" 100 192 187 1.66e-93 346 97.39583
"17193" "EQT49735.1" "NZ_LNUI01000037.1" 100 192 186 5.98e-93 344 96.875
"17194" "EQT49735.1" "NZ_LNUH01000044.1" 100 192 186 5.98e-93 344 96.875
"17195" "EQT49735.1" "NZ_LNUG01000039.1" 100 192 186 5.98e-93 344 96.875
"17196" "EQT49735.1" "NZ_LNUF01000046.1" 100 192 186 5.98e-93 344 96.875
"17197" "EQT49735.1" "NZ_LNUE01000039.1" 100 192 186 5.98e-93 344 96.875
"17198" "EQT49735.1" "NZ_LNUD01000041.1" 100 192 186 5.98e-93 344 96.875
"17199" "EQT49735.1" "NZ_LNUC01000046.1" 100 192 186 5.98e-93 344 96.875
"17200" "EQT49735.1" "NZ_JXMX01000005.1" 100 192 186 5.98e-93 344 96.875
"17201" "EQT49735.1" "NZ_CP010316.1" 100 192 186 5.98e-93 344 96.875
"17202" "EQT49735.1" "NZ_CP010232.1" 100 192 186 5.98e-93 344 96.875
"17203" "EQT49735.1" "NZ_CP010158.1" 100 192 186 5.98e-93 344 96.875
"17204" "EQT49735.1" "NZ_CM001144.1" 100 192 186 5.98e-93 344 96.875
"17205" "EQT49735.1" "NZ_CBTO010000001.1" 100 192 186 5.98e-93 344 96.875
"17206" "EQT49735.1" "NZ_AGSE01000004.1" 100 192 186 5.98e-93 344 96.875
"17207" "EQT49735.1" "NC_025175.1" 100 192 186 5.98e-93 344 96.875
"17208" "EQT49735.1" "NC_025139.1" 100 192 186 5.98e-93 344 96.875
"17209" "EQT49735.1" "NC_024956.1" 100 192 186 5.98e-93 344 96.875
"17210" "EQT49735.1" "NC_010488.1" 100 192 186 5.98e-93 344 96.875
"17211" "EQT49735.1" "NC_004998.1" 100 192 186 5.98e-93 344 96.875
"17212" "EQT49735.1" "LNUI01000037.1" 100 192 186 5.98e-93 344 96.875
"17213" "EQT49735.1" "LNUH01000044.1" 100 192 186 5.98e-93 344 96.875
"17214" "EQT49735.1" "LNUG01000039.1" 100 192 186 5.98e-93 344 96.875
"17215" "EQT49735.1" "LNUF01000046.1" 100 192 186 5.98e-93 344 96.875
"17216" "EQT49735.1" "LNUE01000039.1" 100 192 186 5.98e-93 344 96.875
"17217" "EQT49735.1" "LNUD01000041.1" 100 192 186 5.98e-93 344 96.875
"17218" "EQT49735.1" "LNUC01000046.1" 100 192 186 5.98e-93 344 96.875
"17219" "EQT49735.1" "LC056503.1" 100 192 186 5.98e-93 344 96.875
"17220" "EQT49735.1" "KU932025.1" 100 192 186 5.98e-93 344 96.875
"17221" "EQT49735.1" "KJ484628.1" 100 192 186 5.98e-93 344 96.875
"17222" "EQT49735.1" "KJ484626.1" 100 192 186 5.98e-93 344 96.875
"17223" "EQT49735.1" "KJ170699.1" 100 192 186 5.98e-93 344 96.875
"17224" "EQT49735.1" "JXMX01000005.1" 100 192 186 5.98e-93 344 96.875
"17225" "EQT49735.1" "CU928146.1" 100 192 186 5.98e-93 344 96.875
"17226" "EQT49735.1" "CP010316.1" 100 192 186 5.98e-93 344 96.875
"17227" "EQT49735.1" "CP010232.1" 100 192 186 5.98e-93 344 96.875
"17228" "EQT49735.1" "CP010158.1" 100 192 186 5.98e-93 344 96.875
"17229" "EQT49735.1" "CP000971.1" 100 192 186 5.98e-93 344 96.875
"17230" "EQT49735.1" "CM001144.1" 100 192 186 5.98e-93 344 96.875
"17231" "EQT49735.1" "CBTO010000001.1" 100 192 186 5.98e-93 344 96.875
"17232" "EQT49735.1" "AGSE01000004.1" 100 192 186 5.98e-93 344 96.875
"17233" "EQT49735.1" "AF550679.1" 100 192 186 5.98e-93 344 96.875
"17234" "EQT49735.1" "AEVY01000077.1" 100 192 186 5.98e-93 344 96.875
"17623" "CDK49854.1" "NZ_JDVF01000123.1" 100 177 177 5.47e-88 327 100
"17624" "CDK49854.1" "NZ_CP009860.1" 100 177 177 5.47e-88 327 100
"17625" "CDK49854.1" "NZ_CP008715.1" 100 177 177 5.47e-88 327 100
"17626" "CDK49854.1" "LC056302.1" 100 177 177 5.47e-88 327 100
"17627" "CDK49854.1" "JDVF01000123.1" 100 177 177 5.47e-88 327 100
"17628" "CDK49854.1" "CP009860.1" 100 177 177 5.47e-88 327 100
"17629" "CDK49854.1" "CP008715.1" 100 177 177 5.47e-88 327 100
"18159" "KEL88524.1" "NZ_MOLX01000059.1" 100 228 228 3.27e-116 422 100
"18160" "KEL88524.1" "NZ_CP018455.1" 100 228 228 3.27e-116 422 100
"18161" "KEL88524.1" "NZ_CP017633.1" 100 228 228 3.27e-116 422 100
"18162" "KEL88524.1" "NC_019073.1" 100 228 228 3.27e-116 422 100
"18163" "KEL88524.1" "MOLX01000059.1" 100 228 228 3.27e-116 422 100
"18164" "KEL88524.1" "LN897475.2" 100 228 228 3.27e-116 422 100
"18165" "KEL88524.1" "LN897474.2" 100 228 228 3.27e-116 422 100
"18166" "KEL88524.1" "KX503323.1" 100 228 228 3.27e-116 422 100
"18167" "KEL88524.1" "KU321583.1" 100 228 228 3.27e-116 422 100
"18168" "KEL88524.1" "KT990220.1" 100 228 228 3.27e-116 422 100
"18169" "KEL88524.1" "KT879914.1" 100 228 228 3.27e-116 422 100
"18170" "KEL88524.1" "KT185451.1" 100 228 228 3.27e-116 422 100
"18171" "KEL88524.1" "KP893385.1" 100 228 228 3.27e-116 422 100
"18172" "KEL88524.1" "KJ020575.1" 100 228 228 3.27e-116 422 100
"18173" "KEL88524.1" "JN232517.1" 100 228 228 3.27e-116 422 100
"18174" "KEL88524.1" "CP018455.1" 100 228 228 3.27e-116 422 100
"18175" "KEL88524.1" "CP017633.1" 100 228 228 3.27e-116 422 100
"18176" "KEL88524.1" "CP016403.1" 100 228 228 3.27e-116 422 100
"18177" "KEL88524.1" "CP016402.1" 100 228 228 3.27e-116 422 100
"18188" "KEL88524.1" "KF537631.1" 100 228 206 5.55e-104 381 90.35088
"18260" "KEM37310.1" "NZ_MOLX01000059.1" 100 114 114 3.35e-53 211 100
"18261" "KEM37310.1" "NZ_CP018455.1" 100 114 114 3.35e-53 211 100
"18262" "KEM37310.1" "NZ_CP017633.1" 100 114 114 3.35e-53 211 100
"18263" "KEM37310.1" "NC_019073.1" 100 114 114 3.35e-53 211 100
"18264" "KEM37310.1" "MOLX01000059.1" 100 114 114 3.35e-53 211 100
"18265" "KEM37310.1" "LN897475.2" 100 114 114 3.35e-53 211 100
"18266" "KEM37310.1" "LN897474.2" 100 114 114 3.35e-53 211 100
"18267" "KEM37310.1" "KX503323.1" 100 114 114 3.35e-53 211 100
"18268" "KEM37310.1" "KU321583.1" 100 114 114 3.35e-53 211 100
"18269" "KEM37310.1" "KT990220.1" 100 114 114 3.35e-53 211 100
"18270" "KEM37310.1" "KT879914.1" 100 114 114 3.35e-53 211 100
"18271" "KEM37310.1" "KT185451.1" 100 114 114 3.35e-53 211 100
"18272" "KEM37310.1" "KP893385.1" 100 114 114 3.35e-53 211 100
"18273" "KEM37310.1" "KJ020575.1" 100 114 114 3.35e-53 211 100
"18274" "KEM37310.1" "KF537631.1" 100 114 114 3.35e-53 211 100
"18275" "KEM37310.1" "JN232517.1" 100 114 114 3.35e-53 211 100
"18276" "KEM37310.1" "HQ706666.1" 100 114 114 3.35e-53 211 100
"18277" "KEM37310.1" "CP018455.1" 100 114 114 3.35e-53 211 100
"18278" "KEM37310.1" "CP017633.1" 100 114 114 3.35e-53 211 100
"18279" "KEM37310.1" "CP016403.1" 100 114 114 3.35e-53 211 100
"18280" "KEM37310.1" "CP016402.1" 100 114 114 3.35e-53 211 100
"18342" "KFH98512.1" "JNOE01000064.1" 100 249 249 9.91e-127 457 100
"18856" "ACD54443.1" "NC_010719.1" 100 279 279 1.83e-144 516 100
"18858" "ACD54443.1" "NC_007607.1" 100 279 279 1.83e-144 516 100
"18859" "ACD54443.1" "CP006737.1" 100 279 279 1.83e-144 516 100
"18860" "ACD54443.1" "CP001064.1" 100 279 279 1.83e-144 516 100
"18862" "ACD54443.1" "CP000035.1" 100 279 279 1.83e-144 516 100
"19422" "EGC93606.1" "NZ_CM001144.1" 100 381 381 0 704 100
"19423" "EGC93606.1" "CM001144.1" 100 381 381 0 704 100
"19424" "EGC93606.1" "AEVY01000077.1" 100 381 381 0 704 100
"20390" "EHP63131.1" "NZ_CP016387.1" 100 279 279 1.83e-144 516 100
"20391" "EHP63131.1" "CP016387.1" 100 279 279 1.83e-144 516 100
"21243" "EQU05312.1" "CP005999.1" 100 279 279 1.83e-144 516 100
"22164" "AAC44249.1" "U50665.1" 100 326 326 1.62e-170 603 100
"22314" "ACD54288.1" "NZ_CP011417.1" 100 360 360 0 665 100
"22315" "ACD54288.1" "NC_010719.1" 100 360 360 0 665 100
"22316" "ACD54288.1" "CP011417.1" 100 360 360 0 665 100
"22317" "ACD54288.1" "CP001064.1" 100 360 360 0 665 100
"22588" "EDV81064.1" "NC_007675.1" 100 183 183 2.63e-91 339 100
"22589" "EDV81064.1" "NC_006671.1" 100 183 183 2.63e-91 339 100
"22590" "EDV81064.1" "AY545598.5" 100 183 183 2.63e-91 339 100
"22591" "EDV81064.1" "AY214164.3" 100 183 183 2.63e-91 339 100
"22841" "EGI09679.1" "NZ_CP012632.1" 100 285 285 8.66e-148 527 100
"22842" "EGI09679.1" "NC_016039.1" 100 285 285 8.66e-148 527 100
"22843" "EGI09679.1" "NC_013542.1" 100 285 285 8.66e-148 527 100
"22844" "EGI09679.1" "LT174531.1" 100 285 285 8.66e-148 527 100
"22845" "EGI09679.1" "LN624486.1" 100 285 285 8.66e-148 527 100
"22846" "EGI09679.1" "KU695535.1" 100 285 285 8.66e-148 527 100
"22847" "EGI09679.1" "JF779678.1" 100 285 285 8.66e-148 527 100
"22848" "EGI09679.1" "FJ494913.1" 100 285 285 8.66e-148 527 100
"22849" "EGI09679.1" "CP012632.1" 100 285 285 8.66e-148 527 100
"23489" "EHU50181.1" "NC_011603.1" 100 183 183 2.63e-91 339 100
"23490" "EHU50181.1" "NC_010862.1" 100 183 183 2.63e-91 339 100
"23491" "EHU50181.1" "FM180569.1" 100 183 183 2.63e-91 339 100
"23492" "EHU50181.1" "DQ388534.1" 100 183 183 2.63e-91 339 100
"24377" "EIH44671.1" "NZ_CP010345.1" 100 321 321 9.6e-168 593 100
"24378" "EIH44671.1" "NZ_CP009167.1" 100 321 321 9.6e-168 593 100
"24379" "EIH44671.1" "CP010345.1" 100 321 321 9.6e-168 593 100
"24380" "EIH44671.1" "CP009167.1" 100 321 321 9.6e-168 593 100
"25380" "EMU72029.1" "NC_017627.1" 100 183 183 2.63e-91 339 100
"25381" "EMU72029.1" "FN554767.1" 100 183 183 2.63e-91 339 100
"26407" "ESD43093.1" "NZ_CP012626.1" 100 321 321 9.6e-168 593 100
"26408" "ESD43093.1" "NZ_CP005931.1" 100 321 321 9.6e-168 593 100
"26409" "ESD43093.1" "NC_023327.1" 100 321 321 9.6e-168 593 100
"26410" "ESD43093.1" "KC853435.1" 100 321 321 9.6e-168 593 100
"26411" "ESD43093.1" "CP012626.1" 100 321 321 9.6e-168 593 100
"26412" "ESD43093.1" "CP005931.1" 100 321 321 9.6e-168 593 100
"26663" "EST82093.1" "NZ_LYRT01000329.1" 100 360 360 0 665 100
"26664" "EST82093.1" "NZ_LYRS01000412.1" 100 360 360 0 665 100
"26665" "EST82093.1" "NZ_LXHA01000113.1" 100 360 360 0 665 100
"26666" "EST82093.1" "NZ_LXGZ01000262.1" 100 360 360 0 665 100
"26667" "EST82093.1" "NZ_LSZD01000178.1" 100 360 360 0 665 100
"26668" "EST82093.1" "NZ_CP013027.1" 100 360 360 0 665 100
"26669" "EST82093.1" "NC_019122.1" 100 360 360 0 665 100
"26670" "EST82093.1" "NC_019117.1" 100 360 360 0 665 100
"26671" "EST82093.1" "LYRT01000329.1" 100 360 360 0 665 100
"26672" "EST82093.1" "LYRS01000412.1" 100 360 360 0 665 100
"26673" "EST82093.1" "LXHA01000113.1" 100 360 360 0 665 100
"26674" "EST82093.1" "LXGZ01000262.1" 100 360 360 0 665 100
"26675" "EST82093.1" "LSZD01000178.1" 100 360 360 0 665 100
"26676" "EST82093.1" "KU355873.1" 100 360 360 0 665 100
"26677" "EST82093.1" "JN983047.1" 100 360 360 0 665 100
"26678" "EST82093.1" "JN983046.1" 100 360 360 0 665 100
"26679" "EST82093.1" "CP013027.1" 100 360 360 0 665 100
"27329" "KFV20841.1" "NZ_CP015239.1" 100 228 228 3.27e-116 422 100
"27330" "KFV20841.1" "CP015239.1" 100 228 228 3.27e-116 422 100
"27355" "KHH96477.1" "NC_007675.1" 100 201 201 2.89e-101 372 100
"27356" "KHH96477.1" "NC_006671.1" 100 201 201 2.89e-101 372 100
"27357" "KHH96477.1" "AY545598.5" 100 201 201 2.89e-101 372 100
"27358" "KHH96477.1" "AY214164.3" 100 201 201 2.89e-101 372 100
"28190" "ABD51598.1" "NC_009837.1" 100 402 402 0 743 100
"28191" "ABD51598.1" "DQ381420.1" 100 402 402 0 743 100
"28387" "EDV60209.1" "NZ_CP010126.1" 100 279 279 1.83e-144 516 100
"28389" "EDV60209.1" "CP010126.1" 100 279 279 1.83e-144 516 100
"28391" "EDV60209.1" "CP006000.1" 100 279 279 1.83e-144 516 100
"28883" "BAG80338.1" "NC_011413.1" 100 333 333 2.13e-174 616 100
"28884" "BAG80338.1" "AP009242.1" 100 333 333 2.13e-174 616 100
"31810" "CCE57728.2" "NZ_CP011332.1" 100 327 327 4.53e-171 604 100
"31811" "CCE57728.2" "NZ_AHAV01000212.1" 100 327 327 4.53e-171 604 100
"31812" "CCE57728.2" "NZ_AHAU01000163.1" 100 327 327 4.53e-171 604 100
"31813" "CCE57728.2" "NC_022743.1" 100 327 327 4.53e-171 604 100
"31814" "CCE57728.2" "NC_018666.1" 100 327 327 4.53e-171 604 100
"31815" "CCE57728.2" "NC_018662.1" 100 327 327 4.53e-171 604 100
"31816" "CCE57728.2" "NC_018654.1" 100 327 327 4.53e-171 604 100
"31817" "CCE57728.2" "HE610901.2" 100 327 327 4.53e-171 604 100
"31818" "CCE57728.2" "CP011332.1" 100 327 327 4.53e-171 604 100
"31819" "CCE57728.2" "CP003302.1" 100 327 327 4.53e-171 604 100
"31820" "CCE57728.2" "CP003299.1" 100 327 327 4.53e-171 604 100
"31821" "CCE57728.2" "CP003291.1" 100 327 327 4.53e-171 604 100
"31822" "CCE57728.2" "AHAV01000212.1" 100 327 327 4.53e-171 604 100
"31823" "CCE57728.2" "AHAU01000163.1" 100 327 327 4.53e-171 604 100
"32303" "EYV98942.1" "NZ_CP015816.1" 100 319 319 1.23e-166 590 100
"32304" "EYV98942.1" "NZ_CP010305.1" 100 319 319 1.23e-166 590 100
"32305" "EYV98942.1" "NZ_CP008806.1" 100 319 319 1.23e-166 590 100
"32306" "EYV98942.1" "NZ_ABHM02000004.1" 100 319 319 1.23e-166 590 100
